,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,EntityId,Minutes,OffPoss,DefPoss,Points,OpponentPoints,TsPct,FG2A,FG3A,FTA,Lineup,Team Points,Team FG2M,Team FG2A,Team FG3M,Team FG3A,Team TsPct,Team FTA,Season,Team,PtsPer75,FGA,Team FGA,Season Type
1291,1291,211.0,,Jayson Tatum,1628369,36,76,73,20,84,0.6666666666666666,11,3,3,"Jaylen Brown, Jayson Tatum, Al Horford, Jrue Holiday, Kristaps Porziņģis",94,26,45,9,22,0.6351351351351351,16,2024-25,BOS,19.73684210526316,14,67,Regular Season
1292,1292,212.0,,Al Horford,201143,36,76,73,9,84,0.6428571428571429,1,6,0,"Jaylen Brown, Jayson Tatum, Al Horford, Jrue Holiday, Kristaps Porziņģis",94,26,45,9,22,0.6351351351351351,16,2024-25,BOS,8.881578947368421,7,67,Regular Season
1293,1293,213.0,,Jrue Holiday,201950,36,76,73,20,84,0.7692307692307693,4,8,2,"Jaylen Brown, Jayson Tatum, Al Horford, Jrue Holiday, Kristaps Porziņģis",94,26,45,9,22,0.6351351351351351,16,2024-25,BOS,19.73684210526316,12,67,Regular Season
1294,1294,214.0,,Kristaps Porziņģis,204001,36,76,73,20,84,0.5263157894736842,12,5,4,"Jaylen Brown, Jayson Tatum, Al Horford, Jrue Holiday, Kristaps Porziņģis",94,26,45,9,22,0.6351351351351351,16,2024-25,BOS,19.73684210526316,17,67,Regular Season
1295,1295,215.0,,Jayson Tatum,1628369,20,38,39,16,46,0.5333333333333333,9,5,4,"Jayson Tatum, Neemias Queta, Payton Pritchard, Sam Hauser, Jordan Walsh",40,9,16,6,21,0.5263157894736842,5,2024-25,BOS,31.57894736842105,14,37,Regular Season
1296,1296,216.0,,Neemias Queta,1629674,20,38,39,2,46,0.3333333333333333,3,0,0,"Jayson Tatum, Neemias Queta, Payton Pritchard, Sam Hauser, Jordan Walsh",40,9,16,6,21,0.5263157894736842,5,2024-25,BOS,3.947368421052632,3,37,Regular Season
1297,1297,217.0,,Payton Pritchard,1630202,20,38,39,13,46,0.5416666666666666,3,9,1,"Jayson Tatum, Neemias Queta, Payton Pritchard, Sam Hauser, Jordan Walsh",40,9,16,6,21,0.5263157894736842,5,2024-25,BOS,25.657894736842103,12,37,Regular Season
1298,1298,218.0,,Sam Hauser,1630573,20,38,39,9,46,0.75,0,6,0,"Jayson Tatum, Neemias Queta, Payton Pritchard, Sam Hauser, Jordan Walsh",40,9,16,6,21,0.5263157894736842,5,2024-25,BOS,17.763157894736842,6,37,Regular Season
1299,1299,219.0,,Jordan Walsh,1641775,20,38,39,0,46,0.0,1,1,0,"Jayson Tatum, Neemias Queta, Payton Pritchard, Sam Hauser, Jordan Walsh",40,9,16,6,21,0.5263157894736842,5,2024-25,BOS,0.0,2,37,Regular Season
1300,1300,220.0,,Jaylen Brown,1627759,54,98,98,40,140,0.6060606060606061,19,10,8,"Jaylen Brown, Derrick White, Neemias Queta, Payton Pritchard, Sam Hauser",142,37,50,18,45,0.7029702970297029,16,2024-25,BOS,30.612244897959183,29,95,Regular Season
1301,1301,221.0,,Derrick White,1628401,54,98,98,29,140,0.6590909090909091,7,14,4,"Jaylen Brown, Derrick White, Neemias Queta, Payton Pritchard, Sam Hauser",142,37,50,18,45,0.7029702970297029,16,2024-25,BOS,22.193877551020407,21,95,Regular Season
1302,1302,222.0,,Neemias Queta,1629674,54,98,98,24,140,0.8571428571428571,13,0,3,"Jaylen Brown, Derrick White, Neemias Queta, Payton Pritchard, Sam Hauser",142,37,50,18,45,0.7029702970297029,16,2024-25,BOS,18.367346938775512,13,95,Regular Season
1303,1303,223.0,,Payton Pritchard,1630202,54,98,98,25,140,0.6944444444444444,6,12,0,"Jaylen Brown, Derrick White, Neemias Queta, Payton Pritchard, Sam Hauser",142,37,50,18,45,0.7029702970297029,16,2024-25,BOS,19.132653061224488,18,95,Regular Season
1304,1304,224.0,,Sam Hauser,1630573,54,98,98,24,140,0.8571428571428571,5,9,1,"Jaylen Brown, Derrick White, Neemias Queta, Payton Pritchard, Sam Hauser",142,37,50,18,45,0.7029702970297029,16,2024-25,BOS,18.367346938775512,14,95,Regular Season
1305,1305,225.0,,Jaylen Brown,1627759,268,547,545,190,589,0.5864197530864198,87,58,38,"Jaylen Brown, Jayson Tatum, Derrick White, Al Horford, Jrue Holiday",684,115,214,124,276,0.6361940298507462,105,2024-25,BOS,26.051188299817184,145,490,Regular Season
1306,1306,226.0,,Jayson Tatum,1628369,268,547,545,190,589,0.6527777777777778,58,68,44,"Jaylen Brown, Jayson Tatum, Derrick White, Al Horford, Jrue Holiday",684,115,214,124,276,0.6361940298507462,105,2024-25,BOS,26.051188299817184,126,490,Regular Season
1307,1307,227.0,,Derrick White,1628401,268,547,545,125,589,0.7530120481927711,26,53,9,"Jaylen Brown, Jayson Tatum, Derrick White, Al Horford, Jrue Holiday",684,115,214,124,276,0.6361940298507462,105,2024-25,BOS,17.13893967093236,79,490,Regular Season
1308,1308,228.0,,Al Horford,201143,268,547,545,84,589,0.5753424657534246,17,54,4,"Jaylen Brown, Jayson Tatum, Derrick White, Al Horford, Jrue Holiday",684,115,214,124,276,0.6361940298507462,105,2024-25,BOS,11.517367458866543,71,490,Regular Season
1309,1309,229.0,,Jrue Holiday,201950,268,547,545,95,589,0.6418918918918919,26,43,10,"Jaylen Brown, Jayson Tatum, Derrick White, Al Horford, Jrue Holiday",684,115,214,124,276,0.6361940298507462,105,2024-25,BOS,13.025594149908592,69,490,Regular Season
1310,1310,230.0,,Jaylen Brown,1627759,76,161,156,39,149,0.4333333333333333,24,18,6,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Jrue Holiday",181,50,82,20,71,0.5391566265060241,30,2024-25,BOS,18.16770186335404,42,153,Regular Season
1311,1311,231.0,,Jayson Tatum,1628369,76,161,156,41,149,0.4239130434782608,22,18,15,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Jrue Holiday",181,50,82,20,71,0.5391566265060241,30,2024-25,BOS,19.099378881987576,40,153,Regular Season
1312,1312,232.0,,Derrick White,1628401,76,161,156,29,149,0.5178571428571429,6,21,2,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Jrue Holiday",181,50,82,20,71,0.5391566265060241,30,2024-25,BOS,13.509316770186336,27,153,Regular Season
1313,1313,233.0,,Luke Kornet,1628436,76,161,156,29,149,0.6904761904761905,19,0,5,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Jrue Holiday",181,50,82,20,71,0.5391566265060241,30,2024-25,BOS,13.509316770186336,19,153,Regular Season
1314,1314,234.0,,Jrue Holiday,201950,76,161,156,43,149,0.8269230769230769,11,14,2,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Jrue Holiday",181,50,82,20,71,0.5391566265060241,30,2024-25,BOS,20.03105590062112,25,153,Regular Season
1315,1315,235.0,,Jayson Tatum,1628369,38,74,76,23,74,0.4791666666666667,15,7,5,"Jayson Tatum, Luke Kornet, Payton Pritchard, Sam Hauser, Jrue Holiday",99,16,30,19,37,0.668918918918919,18,2024-25,BOS,23.31081081081081,22,67,Regular Season
1316,1316,236.0,,Luke Kornet,1628436,38,74,76,13,74,0.5909090909090909,7,0,8,"Jayson Tatum, Luke Kornet, Payton Pritchard, Sam Hauser, Jrue Holiday",99,16,30,19,37,0.668918918918919,18,2024-25,BOS,13.175675675675675,7,67,Regular Season
1317,1317,237.0,,Payton Pritchard,1630202,38,74,76,13,74,0.5909090909090909,2,8,4,"Jayson Tatum, Luke Kornet, Payton Pritchard, Sam Hauser, Jrue Holiday",99,16,30,19,37,0.668918918918919,18,2024-25,BOS,13.175675675675675,10,67,Regular Season
1318,1318,238.0,,Sam Hauser,1630573,38,74,76,27,74,0.84375,0,16,0,"Jayson Tatum, Luke Kornet, Payton Pritchard, Sam Hauser, Jrue Holiday",99,16,30,19,37,0.668918918918919,18,2024-25,BOS,27.364864864864863,16,67,Regular Season
1319,1319,239.0,,Jrue Holiday,201950,38,74,76,23,74,0.9583333333333334,6,6,1,"Jayson Tatum, Luke Kornet, Payton Pritchard, Sam Hauser, Jrue Holiday",99,16,30,19,37,0.668918918918919,18,2024-25,BOS,23.31081081081081,12,67,Regular Season
1320,1320,240.0,,Jayson Tatum,1628369,56,121,123,34,126,0.5483870967741935,15,15,3,"Jayson Tatum, Derrick White, Al Horford, Jrue Holiday, Kristaps Porziņģis",133,27,47,21,66,0.5495867768595041,19,2024-25,BOS,21.074380165289256,30,113,Regular Season
1321,1321,241.0,,Derrick White,1628401,56,121,123,21,126,0.5,5,15,2,"Jayson Tatum, Derrick White, Al Horford, Jrue Holiday, Kristaps Porziņģis",133,27,47,21,66,0.5495867768595041,19,2024-25,BOS,13.016528925619834,20,113,Regular Season
1322,1322,242.0,,Al Horford,201143,56,121,123,18,126,0.5,6,12,0,"Jayson Tatum, Derrick White, Al Horford, Jrue Holiday, Kristaps Porziņģis",133,27,47,21,66,0.5495867768595041,19,2024-25,BOS,11.15702479338843,18,113,Regular Season
1323,1323,243.0,,Jrue Holiday,201950,56,121,123,17,126,0.53125,5,8,6,"Jayson Tatum, Derrick White, Al Horford, Jrue Holiday, Kristaps Porziņģis",133,27,47,21,66,0.5495867768595041,19,2024-25,BOS,10.537190082644628,13,113,Regular Season
1324,1324,244.0,,Kristaps Porziņģis,204001,56,121,123,43,126,0.6142857142857143,16,16,8,"Jayson Tatum, Derrick White, Al Horford, Jrue Holiday, Kristaps Porziņģis",133,27,47,21,66,0.5495867768595041,19,2024-25,BOS,26.65289256198347,32,113,Regular Season
1325,1325,245.0,,Jayson Tatum,1628369,20,38,40,16,46,0.6666666666666666,7,4,2,"Jayson Tatum, Payton Pritchard, Al Horford, Jrue Holiday, Kristaps Porziņģis",51,12,20,7,19,0.6071428571428571,6,2024-25,BOS,31.57894736842105,11,39,Regular Season
1326,1326,246.0,,Payton Pritchard,1630202,20,38,40,12,46,0.5454545454545454,4,6,2,"Jayson Tatum, Payton Pritchard, Al Horford, Jrue Holiday, Kristaps Porziņģis",51,12,20,7,19,0.6071428571428571,6,2024-25,BOS,23.68421052631579,10,39,Regular Season
1327,1327,247.0,,Al Horford,201143,20,38,40,5,46,0.625,1,3,0,"Jayson Tatum, Payton Pritchard, Al Horford, Jrue Holiday, Kristaps Porziņģis",51,12,20,7,19,0.6071428571428571,6,2024-25,BOS,9.86842105263158,4,39,Regular Season
1328,1328,248.0,,Jrue Holiday,201950,20,38,40,4,46,0.3333333333333333,5,1,0,"Jayson Tatum, Payton Pritchard, Al Horford, Jrue Holiday, Kristaps Porziņģis",51,12,20,7,19,0.6071428571428571,6,2024-25,BOS,7.894736842105263,6,39,Regular Season
1329,1329,249.0,,Kristaps Porziņģis,204001,20,38,40,14,46,0.7777777777777778,3,5,2,"Jayson Tatum, Payton Pritchard, Al Horford, Jrue Holiday, Kristaps Porziņģis",51,12,20,7,19,0.6071428571428571,6,2024-25,BOS,27.63157894736842,8,39,Regular Season
1330,1330,250.0,,Jaylen Brown,1627759,21,42,38,6,48,0.2307692307692307,10,3,0,"Jaylen Brown, Jayson Tatum, Luke Kornet, Payton Pritchard, Al Horford",48,10,19,6,21,0.5333333333333333,12,2024-25,BOS,10.714285714285714,13,40,Regular Season
1331,1331,251.0,,Jayson Tatum,1628369,21,42,38,24,48,0.8,3,8,10,"Jaylen Brown, Jayson Tatum, Luke Kornet, Payton Pritchard, Al Horford",48,10,19,6,21,0.5333333333333333,12,2024-25,BOS,42.85714285714285,11,40,Regular Season
1332,1332,252.0,,Luke Kornet,1628436,21,42,38,10,48,1.0,4,0,2,"Jaylen Brown, Jayson Tatum, Luke Kornet, Payton Pritchard, Al Horford",48,10,19,6,21,0.5333333333333333,12,2024-25,BOS,17.857142857142858,4,40,Regular Season
1333,1333,253.0,,Payton Pritchard,1630202,21,42,38,5,48,0.4166666666666667,2,4,0,"Jaylen Brown, Jayson Tatum, Luke Kornet, Payton Pritchard, Al Horford",48,10,19,6,21,0.5333333333333333,12,2024-25,BOS,8.928571428571429,6,40,Regular Season
1334,1334,254.0,,Al Horford,201143,21,42,38,3,48,0.25,0,6,0,"Jaylen Brown, Jayson Tatum, Luke Kornet, Payton Pritchard, Al Horford",48,10,19,6,21,0.5333333333333333,12,2024-25,BOS,5.357142857142857,6,40,Regular Season
1335,1335,255.0,,Jaylen Brown,1627759,357,752,755,184,875,0.6133333333333333,84,55,28,"Jaylen Brown, Jayson Tatum, Derrick White, Jrue Holiday, Kristaps Porziņģis",873,191,339,123,339,0.5834454912516823,153,2024-25,BOS,18.35106382978724,139,678,Regular Season
1336,1336,256.0,,Jayson Tatum,1628369,357,752,755,241,875,0.6351351351351351,95,73,46,"Jaylen Brown, Jayson Tatum, Derrick White, Jrue Holiday, Kristaps Porziņģis",873,191,339,123,339,0.5834454912516823,153,2024-25,BOS,24.03590425531915,168,678,Regular Season
1337,1337,257.0,,Derrick White,1628401,357,752,755,122,875,0.5700934579439252,30,68,19,"Jaylen Brown, Jayson Tatum, Derrick White, Jrue Holiday, Kristaps Porziņģis",873,191,339,123,339,0.5834454912516823,153,2024-25,BOS,12.16755319148936,98,678,Regular Season
1338,1338,258.0,,Jrue Holiday,201950,357,752,755,108,875,0.4576271186440678,49,65,10,"Jaylen Brown, Jayson Tatum, Derrick White, Jrue Holiday, Kristaps Porziņģis",873,191,339,123,339,0.5834454912516823,153,2024-25,BOS,10.77127659574468,114,678,Regular Season
1339,1339,259.0,,Kristaps Porziņģis,204001,357,752,755,218,875,0.5956284153005464,81,78,50,"Jaylen Brown, Jayson Tatum, Derrick White, Jrue Holiday, Kristaps Porziņģis",873,191,339,123,339,0.5834454912516823,153,2024-25,BOS,21.742021276595743,159,678,Regular Season
1340,1340,260.0,,Jayson Tatum,1628369,59,122,118,70,124,0.6730769230769231,26,22,9,"Jayson Tatum, Derrick White, Luke Kornet, Payton Pritchard, Sam Hauser",157,30,52,27,62,0.6330645161290323,21,2024-25,BOS,43.03278688524591,48,114,Regular Season
1341,1341,261.0,,Derrick White,1628401,59,122,118,43,124,0.6323529411764706,13,18,6,"Jayson Tatum, Derrick White, Luke Kornet, Payton Pritchard, Sam Hauser",157,30,52,27,62,0.6330645161290323,21,2024-25,BOS,26.4344262295082,31,114,Regular Season
1342,1342,262.0,,Luke Kornet,1628436,59,122,118,10,124,0.625,6,0,4,"Jayson Tatum, Derrick White, Luke Kornet, Payton Pritchard, Sam Hauser",157,30,52,27,62,0.6330645161290323,21,2024-25,BOS,6.147540983606557,6,114,Regular Season
1343,1343,263.0,,Payton Pritchard,1630202,59,122,118,14,124,0.5,4,9,2,"Jayson Tatum, Derrick White, Luke Kornet, Payton Pritchard, Sam Hauser",157,30,52,27,62,0.6330645161290323,21,2024-25,BOS,8.60655737704918,13,114,Regular Season
1344,1344,264.0,,Sam Hauser,1630573,59,122,118,20,124,0.625,3,13,0,"Jayson Tatum, Derrick White, Luke Kornet, Payton Pritchard, Sam Hauser",157,30,52,27,62,0.6330645161290323,21,2024-25,BOS,12.295081967213116,16,114,Regular Season
1345,1345,265.0,,Jaylen Brown,1627759,31,63,62,17,63,0.3541666666666667,17,3,8,"Jaylen Brown, Neemias Queta, Payton Pritchard, Sam Hauser, Jrue Holiday",66,15,33,9,28,0.4852941176470588,13,2024-25,BOS,20.23809523809524,20,61,Regular Season
1346,1346,266.0,,Neemias Queta,1629674,31,63,62,10,63,1.0,4,0,2,"Jaylen Brown, Neemias Queta, Payton Pritchard, Sam Hauser, Jrue Holiday",66,15,33,9,28,0.4852941176470588,13,2024-25,BOS,11.904761904761903,4,61,Regular Season
1347,1347,267.0,,Payton Pritchard,1630202,31,63,62,22,63,0.6875,6,9,1,"Jaylen Brown, Neemias Queta, Payton Pritchard, Sam Hauser, Jrue Holiday",66,15,33,9,28,0.4852941176470588,13,2024-25,BOS,26.19047619047619,15,61,Regular Season
1348,1348,268.0,,Sam Hauser,1630573,31,63,62,11,63,0.3928571428571428,1,12,2,"Jaylen Brown, Neemias Queta, Payton Pritchard, Sam Hauser, Jrue Holiday",66,15,33,9,28,0.4852941176470588,13,2024-25,BOS,13.095238095238097,13,61,Regular Season
1349,1349,269.0,,Jrue Holiday,201950,31,63,62,6,63,0.3333333333333333,5,4,0,"Jaylen Brown, Neemias Queta, Payton Pritchard, Sam Hauser, Jrue Holiday",66,15,33,9,28,0.4852941176470588,13,2024-25,BOS,7.142857142857143,9,61,Regular Season
1350,1350,270.0,,Jaylen Brown,1627759,24,43,42,21,57,0.7,9,6,0,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Sam Hauser",62,12,17,12,28,0.6595744680851063,3,2024-25,BOS,36.627906976744185,15,45,Regular Season
1351,1351,271.0,,Jayson Tatum,1628369,24,43,42,21,57,0.8076923076923077,2,9,3,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Sam Hauser",62,12,17,12,28,0.6595744680851063,3,2024-25,BOS,36.627906976744185,11,45,Regular Season
1352,1352,272.0,,Derrick White,1628401,24,43,42,3,57,0.3,0,5,0,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Sam Hauser",62,12,17,12,28,0.6595744680851063,3,2024-25,BOS,5.232558139534884,5,45,Regular Season
1353,1353,273.0,,Luke Kornet,1628436,24,43,42,8,57,0.8,5,0,0,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Sam Hauser",62,12,17,12,28,0.6595744680851063,3,2024-25,BOS,13.953488372093023,5,45,Regular Season
1354,1354,274.0,,Sam Hauser,1630573,24,43,42,9,57,0.5,1,8,0,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Sam Hauser",62,12,17,12,28,0.6595744680851063,3,2024-25,BOS,15.69767441860465,9,45,Regular Season
1355,1355,275.0,,Jayson Tatum,1628369,38,76,78,35,95,0.5645161290322581,21,7,7,"Jayson Tatum, Derrick White, Payton Pritchard, Sam Hauser, Al Horford",86,18,31,14,40,0.5733333333333334,9,2024-25,BOS,34.53947368421053,28,71,Regular Season
1356,1356,276.0,,Derrick White,1628401,38,76,78,23,95,0.9583333333333334,2,9,2,"Jayson Tatum, Derrick White, Payton Pritchard, Sam Hauser, Al Horford",86,18,31,14,40,0.5733333333333334,9,2024-25,BOS,22.69736842105263,11,71,Regular Season
1357,1357,277.0,,Payton Pritchard,1630202,38,76,78,5,95,0.3571428571428571,2,5,0,"Jayson Tatum, Derrick White, Payton Pritchard, Sam Hauser, Al Horford",86,18,31,14,40,0.5733333333333334,9,2024-25,BOS,4.934210526315789,7,71,Regular Season
1358,1358,278.0,,Sam Hauser,1630573,38,76,78,9,95,0.45,0,10,0,"Jayson Tatum, Derrick White, Payton Pritchard, Sam Hauser, Al Horford",86,18,31,14,40,0.5733333333333334,9,2024-25,BOS,8.881578947368421,10,71,Regular Season
1359,1359,279.0,,Al Horford,201143,38,76,78,14,95,0.4666666666666667,6,9,0,"Jayson Tatum, Derrick White, Payton Pritchard, Sam Hauser, Al Horford",86,18,31,14,40,0.5733333333333334,9,2024-25,BOS,13.81578947368421,15,71,Regular Season
1360,1360,280.0,,Derrick White,1628401,29,57,57,10,64,0.5,3,5,5,"Derrick White, Payton Pritchard, Sam Hauser, Al Horford, Kristaps Porziņģis",75,6,17,15,29,0.6818181818181818,19,2024-25,BOS,13.157894736842104,8,46,Regular Season
1361,1361,281.0,,Payton Pritchard,1630202,29,57,57,14,64,0.7777777777777778,2,7,0,"Derrick White, Payton Pritchard, Sam Hauser, Al Horford, Kristaps Porziņģis",75,6,17,15,29,0.6818181818181818,19,2024-25,BOS,18.42105263157895,9,46,Regular Season
1362,1362,282.0,,Sam Hauser,1630573,29,57,57,13,64,0.9285714285714286,0,5,4,"Derrick White, Payton Pritchard, Sam Hauser, Al Horford, Kristaps Porziņģis",75,6,17,15,29,0.6818181818181818,19,2024-25,BOS,17.105263157894736,5,46,Regular Season
1363,1363,283.0,,Al Horford,201143,29,57,57,11,64,0.7857142857142857,2,5,0,"Derrick White, Payton Pritchard, Sam Hauser, Al Horford, Kristaps Porziņģis",75,6,17,15,29,0.6818181818181818,19,2024-25,BOS,14.473684210526317,7,46,Regular Season
1364,1364,284.0,,Kristaps Porziņģis,204001,29,57,57,27,64,0.6136363636363636,10,7,10,"Derrick White, Payton Pritchard, Sam Hauser, Al Horford, Kristaps Porziņģis",75,6,17,15,29,0.6818181818181818,19,2024-25,BOS,35.526315789473685,17,46,Regular Season
1365,1365,285.0,,Jaylen Brown,1627759,51,97,101,44,106,0.6666666666666666,21,8,10,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Al Horford",125,29,50,19,43,0.6377551020408163,14,2024-25,BOS,34.02061855670103,29,93,Regular Season
1366,1366,286.0,,Jayson Tatum,1628369,51,97,101,17,106,0.4473684210526316,10,9,1,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Al Horford",125,29,50,19,43,0.6377551020408163,14,2024-25,BOS,13.144329896907216,19,93,Regular Season
1367,1367,287.0,,Derrick White,1628401,51,97,101,27,106,0.5869565217391305,5,18,0,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Al Horford",125,29,50,19,43,0.6377551020408163,14,2024-25,BOS,20.87628865979381,23,93,Regular Season
1368,1368,288.0,,Luke Kornet,1628436,51,97,101,14,106,0.7,9,0,3,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Al Horford",125,29,50,19,43,0.6377551020408163,14,2024-25,BOS,10.824742268041238,9,93,Regular Season
1369,1369,289.0,,Al Horford,201143,51,97,101,23,106,0.8846153846153846,5,8,0,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Al Horford",125,29,50,19,43,0.6377551020408163,14,2024-25,BOS,17.783505154639176,13,93,Regular Season
1370,1370,290.0,,Jaylen Brown,1627759,30,57,58,12,71,0.4,9,2,8,"Jaylen Brown, Derrick White, Payton Pritchard, Sam Hauser, Kristaps Porziņģis",65,11,23,10,28,0.5416666666666666,18,2024-25,BOS,15.789473684210526,11,51,Regular Season
1371,1371,291.0,,Derrick White,1628401,30,57,58,14,71,0.4375,3,11,4,"Jaylen Brown, Derrick White, Payton Pritchard, Sam Hauser, Kristaps Porziņģis",65,11,23,10,28,0.5416666666666666,18,2024-25,BOS,18.42105263157895,14,51,Regular Season
1372,1372,292.0,,Payton Pritchard,1630202,30,57,58,15,71,0.8333333333333334,2,6,2,"Jaylen Brown, Derrick White, Payton Pritchard, Sam Hauser, Kristaps Porziņģis",65,11,23,10,28,0.5416666666666666,18,2024-25,BOS,19.73684210526316,8,51,Regular Season
1373,1373,293.0,,Sam Hauser,1630573,30,57,58,2,71,0.5,1,1,0,"Jaylen Brown, Derrick White, Payton Pritchard, Sam Hauser, Kristaps Porziņģis",65,11,23,10,28,0.5416666666666666,18,2024-25,BOS,2.631578947368421,2,51,Regular Season
1374,1374,294.0,,Kristaps Porziņģis,204001,30,57,58,22,71,0.6111111111111112,8,8,4,"Jaylen Brown, Derrick White, Payton Pritchard, Sam Hauser, Kristaps Porziņģis",65,11,23,10,28,0.5416666666666666,18,2024-25,BOS,28.94736842105263,16,51,Regular Season
1375,1375,295.0,,Jaylen Brown,1627759,33,62,65,16,78,0.4444444444444444,11,3,9,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Payton Pritchard",73,13,26,11,33,0.5367647058823529,19,2024-25,BOS,19.35483870967742,14,59,Regular Season
1376,1376,296.0,,Jayson Tatum,1628369,33,62,65,20,78,0.5263157894736842,8,7,8,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Payton Pritchard",73,13,26,11,33,0.5367647058823529,19,2024-25,BOS,24.193548387096776,15,59,Regular Season
1377,1377,297.0,,Derrick White,1628401,33,62,65,17,78,0.5666666666666667,1,13,2,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Payton Pritchard",73,13,26,11,33,0.5367647058823529,19,2024-25,BOS,20.56451612903226,14,59,Regular Season
1378,1378,298.0,,Luke Kornet,1628436,33,62,65,8,78,0.6666666666666666,6,0,0,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Payton Pritchard",73,13,26,11,33,0.5367647058823529,19,2024-25,BOS,9.67741935483871,6,59,Regular Season
1379,1379,299.0,,Payton Pritchard,1630202,33,62,65,12,78,0.6,0,10,0,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Payton Pritchard",73,13,26,11,33,0.5367647058823529,19,2024-25,BOS,14.516129032258064,10,59,Regular Season
1380,1380,300.0,,Jaylen Brown,1627759,25,50,51,13,59,0.3823529411764705,11,6,1,"Jaylen Brown, Luke Kornet, Payton Pritchard, Sam Hauser, Al Horford",63,16,30,10,28,0.5338983050847458,3,2024-25,BOS,19.5,17,58,Regular Season
1381,1381,301.0,,Luke Kornet,1628436,25,50,51,16,59,0.6153846153846154,13,0,0,"Jaylen Brown, Luke Kornet, Payton Pritchard, Sam Hauser, Al Horford",63,16,30,10,28,0.5338983050847458,3,2024-25,BOS,24.0,13,58,Regular Season
1382,1382,302.0,,Payton Pritchard,1630202,25,50,51,22,59,0.6470588235294118,4,13,0,"Jaylen Brown, Luke Kornet, Payton Pritchard, Sam Hauser, Al Horford",63,16,30,10,28,0.5338983050847458,3,2024-25,BOS,33.0,17,58,Regular Season
1383,1383,303.0,,Sam Hauser,1630573,25,50,51,3,59,0.25,0,6,0,"Jaylen Brown, Luke Kornet, Payton Pritchard, Sam Hauser, Al Horford",63,16,30,10,28,0.5338983050847458,3,2024-25,BOS,4.5,6,58,Regular Season
1384,1384,304.0,,Al Horford,201143,25,50,51,9,59,0.75,2,3,2,"Jaylen Brown, Luke Kornet, Payton Pritchard, Sam Hauser, Al Horford",63,16,30,10,28,0.5338983050847458,3,2024-25,BOS,13.5,5,58,Regular Season
1385,1385,305.0,,Jaylen Brown,1627759,24,42,45,11,56,0.3928571428571428,7,5,4,"Jaylen Brown, Jayson Tatum, Derrick White, Neemias Queta, Payton Pritchard",54,10,19,8,21,0.5760869565217391,14,2024-25,BOS,19.642857142857142,12,40,Regular Season
1386,1386,306.0,,Jayson Tatum,1628369,24,42,45,13,56,0.4642857142857143,2,9,7,"Jaylen Brown, Jayson Tatum, Derrick White, Neemias Queta, Payton Pritchard",54,10,19,8,21,0.5760869565217391,14,2024-25,BOS,23.214285714285715,11,40,Regular Season
1387,1387,307.0,,Derrick White,1628401,24,42,45,19,56,1.1875,3,5,0,"Jaylen Brown, Jayson Tatum, Derrick White, Neemias Queta, Payton Pritchard",54,10,19,8,21,0.5760869565217391,14,2024-25,BOS,33.92857142857143,8,40,Regular Season
1388,1388,308.0,,Neemias Queta,1629674,24,42,45,8,56,0.6666666666666666,6,0,0,"Jaylen Brown, Jayson Tatum, Derrick White, Neemias Queta, Payton Pritchard",54,10,19,8,21,0.5760869565217391,14,2024-25,BOS,14.285714285714286,6,40,Regular Season
1389,1389,309.0,,Payton Pritchard,1630202,24,42,45,3,56,0.25,1,2,3,"Jaylen Brown, Jayson Tatum, Derrick White, Neemias Queta, Payton Pritchard",54,10,19,8,21,0.5760869565217391,14,2024-25,BOS,5.357142857142857,3,40,Regular Season
1390,1390,310.0,,Jaylen Brown,1627759,34,68,70,17,82,0.6071428571428571,6,5,6,"Jaylen Brown, Jayson Tatum, Derrick White, Neemias Queta, Al Horford",74,12,26,11,33,0.5362318840579711,22,2024-25,BOS,18.75,11,59,Regular Season
1391,1391,311.0,,Jayson Tatum,1628369,34,68,70,14,82,0.3684210526315789,10,7,4,"Jaylen Brown, Jayson Tatum, Derrick White, Neemias Queta, Al Horford",74,12,26,11,33,0.5362318840579711,22,2024-25,BOS,15.441176470588236,17,59,Regular Season
